"appId","gameName","apiname","name","description","hidden","icon","icongray"
"440","Team Fortress 2","","Midwife Crisis","Heal an Engineer as he repairs his sentry gun while it's under enemy fire.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_engineer.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_engineer_bw.jpg"
"440","Team Fortress 2","","Ubi concordia, ibi victoria","Assist in killing 3 enemies on an enemy control point, in a single life.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_capturer.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_capturer_bw.jpg"
"440","Team Fortress 2","","Grand Rounds","Heal 200 teammates after they've called for 'Medic!'.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_callers.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_callers_bw.jpg"
"440","Team Fortress 2","","Powerhouse Offense","Win 2Fort with a shutout.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_2fort_noenemycaps.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_2fort_noenemycaps_bw.jpg"
"440","Team Fortress 2","","Lightning Offense","Win Well in 5 minutes or less.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_well_minimumtime.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_well_minimumtime_bw.jpg"
"440","Team Fortress 2","","Relentless Offense","Win Hydro without giving up a capture.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_hydro_noenemycaps.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_hydro_noenemycaps_bw.jpg"
"440","Team Fortress 2","","Impenetrable Defense","Successfully defend Dustbowl without giving up a capture.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_dustbowl_noenemycaps.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_dustbowl_noenemycaps_bw.jpg"
"440","Team Fortress 2","","Impossible Defense","Successfully defend Gravel Pit without giving up a capture.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_gravelpit_noenemycaps.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_win_gravelpit_noenemycaps_bw.jpg"
"440","Team Fortress 2","","Infernal Medicine","Extinguish 100 burning teammates.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_extinguish_teammates.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_extinguish_teammates_bw.jpg"
"440","Team Fortress 2","","Doctor Assisted Homicide","Assist in killing 20 nemeses.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_vs_nemeses.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_vs_nemeses_bw.jpg"
"440","Team Fortress 2","","Placebo Effect","Kill 2 enemies in a single life, while having your ÜberCharge ready, but undeployed.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_kill_while_charged.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_kill_while_charged_bw.jpg"
"440","Team Fortress 2","","Sawbones","Hit enemies with your bonesaw 5 times in a row without dying or missing.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/a5f2f35fd6731754b77738f2e31818c451f40f27.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/d235dc957f30655b561b96dd091b894644af25c0.jpg"
"440","Team Fortress 2","","Intern","Accumulate 7000 heal points in a single life.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_large.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_large_bw.jpg"
"440","Team Fortress 2","","Specialist","Accumulate 10000 heal points health in a single life.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_huge.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_huge_bw.jpg"
"440","Team Fortress 2","","Chief of Staff","Accumulate 1 million total heal points.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_grind.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_grind_bw.jpg"
"440","Team Fortress 2","","Hypocritical Oath","Kill an enemy Spy that you have been healing.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_kill_healed_spy.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_kill_healed_spy_bw.jpg"
"440","Team Fortress 2","","Medical Intervention","Save a falling teammate from dying on impact.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_save_falling_teammate.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_save_falling_teammate_bw.jpg"
"440","Team Fortress 2","","Second Opinion","ÜberCharge 2 teammates at once.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_charge_juggle.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_charge_juggle_bw.jpg"
"440","Team Fortress 2","","Autopsy Report","Provide an enemy with a freezecam shot of you taunting above their ragdoll.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_freezecam_ragdoll.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_freezecam_ragdoll_bw.jpg"
"440","Team Fortress 2","","FYI I am A Medic","Use your bonesaw to kill a spy who has been calling for 'Medic!'.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_bonesaw_spy_callers.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_bonesaw_spy_callers_bw.jpg"
"440","Team Fortress 2","","Family Practice","ÜberCharge 5 of your Steam Community Friends.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_charge_friends.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_charge_friends_bw.jpg"
"440","Team Fortress 2","","House Call","Join a game that one of your friends is in and then deploy an ÜberCharge on him.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_invite_join_charge.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_invite_join_charge_bw.jpg"
"440","Team Fortress 2","","Bedside Manner","Be healing a teammate as he achieves an achievement of his own.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_achiever.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_heal_achiever_bw.jpg"
"440","Team Fortress 2","","Blast Assist","Assist in exploding 5 enemies with a single ÜberCharge on a Soldier.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_soldier.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/tf_medic_assist_soldier_bw.jpg"
"440","Team Fortress 2","","Medic Milestone 1","Achieve 10 of the achievements in the Medic pack.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/3acf8804413a37c18ea5cdf0738e9a862d53c5f3.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/2d675205e08474d7d2f3605b8f31ae0ed2baf369.jpg"
"440","Team Fortress 2","","Medic Milestone 2","Achieve 16 of the achievements in the Medic pack.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/f21fa92f4eade3f9418474c12da16393b897f878.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/494b8d62b6406783daf66ad64b9e469f873e7483.jpg"
"440","Team Fortress 2","","Medic Milestone 3","Achieve 22 of the achievements in the Medic pack.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/48c360c7c5bb85ee416f5d33e0c0d852bb9a50a9.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/51544bec4f19351613119a2b74af91e1909c8931.jpg"
"440","Team Fortress 2","","Combined Fire","Use your shotgun to finish off 20 players you've ignited.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/63b213325b29d8913e622435c59d09ef8342e277.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/e1be8bc4fca7b406fccce3c80975f11d04a2f961.jpg"
"440","Team Fortress 2","","Weenie Roast","Have 2 enemy Scouts on fire at the same time.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/7aacbad2824d8185ae81704a85d1c9398a2a48a0.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/7fb6255772cef4c1d852a7fd0548f033d4b3c777.jpg"
"440","Team Fortress 2","","Baptism by Fire","Force 10 burning enemies to jump into water.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/f62904369fb97aa16fa9fce20b033ceba030783c.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/905f8d39fd06c9627faf6bf426557352ab902ed7.jpg"
"440","Team Fortress 2","","Fire and Forget","Kill 15 players while you're dead.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/40314dbe77440a68899f23df4a9988311a617671.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/a5ae389e2515af73030fdd231a8399aef91a71bc.jpg"
"440","Team Fortress 2","","Firewall","Ignite 5 Spies who have a sapper on a friendly building.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/f31acdb4bfd1db94ef791f1210ed3200202500b8.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/daed6e37660b12053ea7fa9321998355c671798d.jpg"
"440","Team Fortress 2","","Cooking the Books","Ignite 5 enemies carrying your intelligence.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/0108bd6ca10deb2e0fa45ce3ea86512802db4780.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/f9f47ff3e4e70ca2b323643e369f6ea946b69b8e.jpg"
"440","Team Fortress 2","","Spontaneous Combustion","Ignite 10 cloaked Spies.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/6098a6339bc0fe25a4928d61056270302535b5ad.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/d41502c62f290dd011d9b00225140ab7e7c58d68.jpg"
"440","Team Fortress 2","","Trailblazer","Ignite 10 enemies that have recently used a teleporter.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/3cfeb76e9270509f6715cbc11987d443830622b1.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/911c5307a9b16ab3f256c72c0a47e078ba97a24e.jpg"
"440","Team Fortress 2","","Camp Fire","Kill 3 enemies in a row, all within the same area.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/9fbe6e36a9e2d61bce8746dd45a1ce19144a6c0b.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/f6f76d07281684d4c04c21ac685000c12fe88ce0.jpg"
"440","Team Fortress 2","","Lumberjack","Kill 3 people with your axe in one life.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/118e9e75497e539d847055e3a6b21b3fdd221440.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/2a9bbe4b39680be1b2720d8ee2b441d234603084.jpg"
"440","Team Fortress 2","","Clearcutter","Kill 6 people with your axe in one life.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/56165fc4e56d3dbffa7e18650618adaa048f6d36.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/84ba60e80daef936246d53162702220bd521881a.jpg"
"440","Team Fortress 2","","I Fry","Ignite 10 disguised Spies.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/c2fef3239a7454e044bcc006d284856c37d7f4b3.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/7306eac0fdcba244b9084879f82c89fed7fc3ae1.jpg"
"440","Team Fortress 2","","Firewatch","Ignite 10 Snipers while they are zoomed in.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/16e90c29a9a53a7723afbdbe63f2accb50c14415.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/212a92733def907031c3969f680638bdd7f0baed.jpg"
"440","Team Fortress 2","","Burn Ward","Ignite 3 Medics that are ready to deploy an ÜberCharge.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/7e9ee62e7a72700fbad7a9b1219989104767114f.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/ccb2d441db3aad0269459d012e7996d9814b03aa.jpg"
"440","Team Fortress 2","","Makin' Bacon","Kill 50 Heavies with your flamethrower.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/59d977181e71ace315915b2f7c1d35e146b0b1a4.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/c13f90d6337a3a3f0066916e94185dcbf75677ee.jpg"
"440","Team Fortress 2","","Plan B","Kill 10 enemies while you're both underwater.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/472dfc38bb22457a68db8574e269629d03c000e6.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/0751a92fe6c9fdfbccd0d570e35d47b36b69a17d.jpg"
"440","Team Fortress 2","","Pyrotechnics","Kill 3 enemies in a single ÜberCharge.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/0cfc2a135facac2b85781d9b29edd12c2c7ccfeb.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/9a5bf44ce682e672d6c628ddea13972614768594.jpg"
"440","Team Fortress 2","","Arsonist","Destroy 50 Engineer buildings.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/e71048d42ec001380aa2008131104ca587f0bcc2.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/ef0aacdcba94d518790230a1b5dcf78481ff7317.jpg"
"440","Team Fortress 2","","Controlled Burn","Ignite 50 enemies capturing one of your control points.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/a0bcd9b4a07aa1d8280943b5a5bc3d61b1125fda.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/96d465c06a625bc80e92289066fde1fc77de96ae.jpg"
"440","Team Fortress 2","","Firefighter","Kill 500 enemies.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/6eb1f622c395c1c9698617d3002531ea84d8aabe.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/8c9aae232ceee40f44685ad6e012cb40ea999565.jpg"
"440","Team Fortress 2","","Pyromancer","Do 1 million points of total fire damage.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/c2eb5c208cec8cafab3374c9d8b3dcda58fae5ef.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/1641c7d94daa59859094e78d6e61298ad127fbac.jpg"
"440","Team Fortress 2","","OMGWTFBBQ","Kill an enemy with a taunt.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/ecdfd87aac7570b1ba5efa13d87fa1ca7b76e106.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/9791ac4d14cf8ed5a763c1c00755ab20d79854d4.jpg"
"440","Team Fortress 2","","Got A Light?","Ignite an enemy Spy while he's flicking a cigarette.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/bb590c7ca44dfc7eb6a31abb39fae07c47502ac7.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/4f244b30a76e9de5287a82cc3829c7930baa38c7.jpg"
"440","Team Fortress 2","","BarbeQueQ","Cause a dominated player to leave the server.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/54cd05cdda3ec504995efc7325290a13018f73eb.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/c89aaf25155ab8a78d436e935823b8b17c147660.jpg"
"440","Team Fortress 2","","Dance Dance Immolation","Kill 3 enemies while they're taunting.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/1797608a8a42e825d76b592a5b1baa3599d32138.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/81a0db8106bb2bb04f7a01218d50a01878c46b5f.jpg"
"440","Team Fortress 2","","Pilot Light","Ignite a rocket-jumping Soldier while he's in midair.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/c79357d0b398b21379cab2fe8fded04143af15de.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/f61da5ee7db3f110e692f282623b9d17604282dd.jpg"
"440","Team Fortress 2","","Freezer Burn","Provide enemies with freezecam shots of each of your taunts.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/dfee76b6423c3e82cc40ece142c1a1c1c0815618.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/8c3ea159df7f2f94581443bcf74c982b6ad130c7.jpg"
"440","Team Fortress 2","","Next of Kindling","Ignite an enemy, and the Medic healing him.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/dbdab6cc2f3f8bc723dc4c74a4725ccc11f461ac.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/52beb2b5872b8bcaa03ec2ae404feb9214ed04fd.jpg"
"440","Team Fortress 2","","Hot on Your Heels","Kill 50 enemies with your flamethrower, from behind.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/1d6cd72858123248cb2740ea9c69c45a57f545c6.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/318fc6217afafaabb74481236f15ce98cc1bae07.jpg"
"440","Team Fortress 2","","Second Degree Burn","Kill a burning enemy who was ignited by another Pyro.","0","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/a3125ded53b477caa08d2e9af9947fd6598a5e98.jpg","https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/440/2408a0f972953a591a1134751cbd9ad9283da723.jpg"
